id,DIC
1455,2172.8477073491626
1456,2194.913634906084
1457,2327.4335906741912
1458,1993.357370866992
1459,2147.7403751038883
1460,2036.552163861975
1461,2159.6559108674805
1462,2200.2459710700073
1463,2271.309593378374
1464,2314.5880053070155
1465,2152.414140639172
1466,2317.5468832384695
1467,2260.1044870863184
1468,2216.4425908212916
1469,2287.4844565508697
1470,2324.4180405589473
1471,2221.157658622534
1472,2265.6563492723326
1473,2315.4184795674196
1474,2085.606564963402
1475,2032.1562690318792
1476,2012.0306865237608
1477,2024.6402050793622
1478,2195.390806852467
1479,2313.1192564298603
1480,2029.7008690449777
1481,2235.715392731211
1482,2135.9307368109503
1483,2226.651791959598
1484,2168.2434374112313
1485,2226.1501812032743
1486,2193.142317892935
1487,2308.2866131217684
1488,2009.2495691993038
1489,2309.6509415064074
1490,2005.2650829917286
1491,2129.750955587708
1492,2222.433011225995
1493,1994.8108208133835
1494,2017.9874059954118
1495,2337.228204204583
1496,1977.2859545319
1497,1994.6217140624885
1498,2256.8719281217764
1499,2120.242114495133
1500,2003.3210104116783
1501,2202.491887596039
1502,2284.0282538983433
1503,2005.9037478855632
1504,2309.1443278876072
1505,2215.8580208234685
1506,2261.526441890895
1507,2126.0449770199407
1508,2253.83510731649
1509,2081.9297463212524
1510,2006.7473260107295
1511,2277.7843422732753
1512,2316.965181485347
1513,2006.1793014840944
1514,2248.77747869989
1515,2022.2555012251594
1516,2191.2950171618704
1517,2024.7325815838376
1518,2128.5649922244793
1519,2012.5694251110162
1520,2168.637617769718
1521,2250.4459124871473
1522,2311.676240641155
1523,2012.453825187774
1524,2265.961022814205
1525,2313.3091382915286
1526,2011.5196070349875
1527,2130.2716401413077
1528,2062.2578539557794
1529,2319.045416448118
1530,2021.0961810198864
1531,2018.732827120798
1532,2186.497642493378
1533,2210.7170663346315
1534,2264.7398490671903
1535,2272.593274110646
1536,2307.8914520313647
1537,2004.5020128679382
1538,2310.86837254022
1539,1999.1667931679006
1540,2197.6641092852115
1541,2267.742407707574
1542,2304.2280203374066
1543,2005.5876555087134
1544,2169.219321800519
1545,2076.1167604639822
1546,2177.38987010036
1547,2222.7442923113895
1548,2286.416517461277
1549,2343.49985357242
1550,2111.33550732055
1551,2307.419200834828
1552,2004.2069692982575
1553,2205.425942009123
1554,2236.133958130185
1555,2262.9326505389595
1556,2235.5208371344584
1557,2315.6976569992644
1558,2050.080309736006
1559,2234.0428740701086
1560,2268.594196350126
1561,2003.7141415163112
1562,2002.8663592122891
1563,2152.4360142747364
1564,2225.0337443717194
1565,2310.9837552128242
1566,2229.1325271328883
1567,2196.099704806004
1568,2321.3638092493024
1569,2229.9024090353732
1570,2278.965661597002
1571,2188.1372827185014
1572,2126.9541774998424
1573,2280.7314010795317
1574,2322.5203703671073
1575,2133.6286804410242
1576,2191.453889632653
1577,2248.7551509287564
1578,2309.010244442392
1579,2022.150436544924
1580,2002.5985185915417
1581,2226.2772634772227
1582,2095.186037667693
1583,2282.1243662668617
1584,2098.172118875727
1585,2262.837969449328
1586,2081.255668404536
1587,2161.0395342675897
1588,2209.6465555528107
1589,2239.3950478174866
1590,2273.46019454046
1591,1999.7079460784992
1592,2147.117097707236
1593,2271.2340399582185
1594,2048.019202452547
1595,2234.566804532426
1596,2170.893826460237
1597,2073.9399867208213
1598,2216.6918356647175
1599,2239.1899983538256
1600,2061.786732918585
1601,2158.5232034204587
1602,2095.5495446285445
1603,2352.319954141521
1604,2026.9087955440468
1605,2157.8399728422073
1606,2290.6235626159196
1607,1998.2495741069026
1608,2221.9192881365666
1609,2028.9847996204244
1610,2267.3440770650773
1611,2314.8637685888275
1612,2077.6056108757257
1613,2214.705815448158
1614,2309.8000938062723
1615,2218.346722798271
1616,2014.0578933894321
1617,2233.5531743587703
1618,2312.1357980157927
1619,2351.241721209699
1620,2196.006419212192
1621,1999.5888000861567
1622,2124.2026411526444
1623,2261.268661386138
1624,2013.326449690444
1625,2119.5728902945402
1626,2225.265286181262
1627,2314.639649066673
1628,2020.4483488302533
1629,2020.046729734749
1630,2169.3468121869246
1631,2277.926684425339
1632,2318.269098664141
1633,2010.954253683638
1634,2040.8630208353527
1635,2114.841012914334
1636,2238.968517316132
1637,2271.5573218498853
1638,2122.0770199252697
1639,2123.4086246273996
1640,2207.1525195845124
1641,2009.4853709905155
1642,2056.8258638101192
1643,2176.0138807910052
1644,2052.4095645117536
1645,2206.3833355636607
1646,2023.960125556802
1647,2196.826179303236
1648,2227.818867921443
1649,2212.708188243921
1650,2010.2416197100215
1651,2213.9102368969993
1652,2241.7901047266814
1653,2212.4501141482788
1654,2260.873421495095
1655,2176.915196477311
1656,2226.3000549824706
1657,2004.8282868823192
1658,2112.867597119071
1659,2347.352946362045
1660,2180.7691602407835
1661,2265.306487129427
1662,2103.105117779975
1663,2305.133072701766
1664,2011.271199060169
1665,2009.7134245401103
1666,2235.9814051831727
1667,2284.2063352874757
1668,2319.476803156038
1669,2032.0535223079335
1670,2216.2362922363936
1671,2283.325636362702
1672,2319.209964725524
1673,2010.3096274462357
1674,2318.731703467913
1675,2066.221938283428
1676,2144.610651257859
1677,2203.021439067887
1678,2311.0070620478714
1679,2231.989803123233
1680,1998.8897823959321
1681,2203.3829549678803
1682,2075.8758214093873
1683,2258.6987038022803
1684,2350.4686141512993
1685,2023.5888059401375
1686,2077.4109909694107
1687,1999.6710241691223
1688,2144.721828375627
1689,2239.8188799231316
1690,2007.168718365141
1691,2091.497172705282
1692,2187.111909093895
1693,2000.67044219246
1694,2002.3514824828924
1695,2262.8182546173257
1696,2012.7284738603428
1697,2187.0137156039086
1698,2229.7139899371527
1699,2264.7245228549505
1700,2136.8644050763096
1701,2025.0567048840032
1702,2181.2000864123847
1703,2034.5828338217707
1704,2209.547824886983
1705,2132.324922453801
1706,2277.7634213487913
1707,2030.7034726397135
1708,2019.4140822517893
1709,2072.3155726424384
1710,2129.403236672095
1711,2259.81872095879
1712,2013.506759156358
1713,2012.77399924924
1714,2265.830235999939
1715,2221.741147216065
1716,2344.9887758907225
1717,2129.651524683596
1718,2280.639585248614
1719,2052.164788403671
1720,2176.266752979668
1721,2251.767076822416
1722,2039.609442524524
1723,2273.294284736195
1724,2008.0363045841752
1725,2308.6044563844603
1726,2070.24803701625
1727,2100.8617980299437
1728,2242.2211118997197
1729,2114.2685055758757
1730,2184.626791279539
1731,2276.7596682065646
1732,2247.9681546416596
1733,2252.308146818193
1734,2323.1682267193537
1735,2108.2439768504087
1736,2196.297741313433
1737,2014.3687039172962
1738,2082.87571110175
1739,2207.5057567106446
1740,2079.0871718489134
1741,2008.2840766963402
1742,2234.3934161355146
1743,2022.3479421583124
1744,2040.797374256467
1745,2053.9944621579484
1746,2008.9813566705418
1747,2245.6950203341385
1748,2042.095982462664
1749,2024.0424737336796
1750,2025.2049625368554
1751,2321.154559814112
1752,2272.8201103681267
1753,2010.45138737922
1754,2012.3353692348612
1755,2253.9636866369256
1756,2185.918310117937
1757,2311.2942370602773
1758,2010.9694971986828
1759,2008.3636523421758
1760,2011.5243350246203
1761,2012.2213824854198
1762,2011.8447748170845
1763,2050.570427877188
1764,2157.496602826715
1765,2249.0995028284183
1766,2050.7287918592074
1767,2016.9650308922623
1768,2030.223339911195
1769,2233.8548179679456
1770,2313.2609821195565
1771,2014.3224531847252
1772,2206.8334129489685
1773,2234.6032588241324
1774,2013.5257278307386
1775,2208.760255063182
1776,2206.7151932609518
1777,2012.071360414323
1778,2015.1983264933697
1779,2305.032754064587
1780,2098.8777520534964
1781,2147.0655170510768
1782,2122.5254808999157
1783,2171.979190376596
1784,2014.935583728683
1785,2018.3350739166192
1786,2155.3672506221023
1787,2024.9781721888342
1788,2269.919110010906
1789,2027.0803749802974
1790,2223.501368192721
1791,2315.0699653905244
1792,2010.0965612390237
1793,2240.1380172467652
1794,2335.668912081134
1795,2160.5658376961137
1796,1987.4820384080012
1797,2010.0066937641116
1798,2231.736302635199
1799,2016.0132735573682
1800,2237.9499209996416
1801,2232.5139443296976
1802,2004.9727571402848
1803,2006.7482838093551
1804,2014.2644090507965
1805,2032.0860946372288
1806,2066.76147451597
1807,2000.0689256557953
1808,2043.4820750774047
1809,2188.412217928727
1810,2005.3140269328512
1811,2249.5753593405266
1812,1998.3647751450578
1813,2049.1299798441196
1814,2240.2211258021553
1815,2034.4599454621343
1816,2231.5549328899788
1817,2296.389469602068
1818,1994.7833628343888
1819,2010.3431654070073
1820,2056.895869325163
1821,2139.5428795901053
1822,2312.5879805831064
1823,2119.0488914316306
1824,2200.9725215150074
1825,2317.1715029010343
1826,2343.8298418113195
1827,2080.0391996859735
1828,2234.822611350179
1829,2184.846577491834
1830,2264.6267039892564
1831,2003.377972720659
1832,2001.8487570690904
1833,2005.8890377957123
1834,2005.9890224356416
1835,2136.100679204
1836,2271.690336902443
1837,1997.1148471725214
1838,2242.0376877017343
1839,2307.174003645171
1840,2238.432609535929
1841,2003.7369957177616
1842,2032.2510728742939
1843,2184.415547692534
1844,2219.0471252588113
1845,2258.7145082474194
1846,2307.7178592404293
1847,2016.2792341451166
1848,2105.784504930933
1849,2184.136307232814
1850,2223.0749063158723
1851,2224.993166649383
1852,2315.4129499657292
1853,2165.021010242221
1854,2201.4415865240767
1855,1995.8802004234633
1856,1995.0101857064803
1857,2184.67839902374
1858,2348.5846988193257
1859,2002.3821755112756
1860,2234.1488759639874
1861,2016.7157531001412
1862,2116.9140113433273
1863,2065.7802489661617
1864,2192.250518465768
1865,2227.9005597047935
1866,2314.1670517941034
1867,2318.7873072352363
1868,2188.453871166962
1869,2190.5212424826505
1870,2183.7252631466017
1871,2343.0360217446473
1872,2217.067803539544
1873,2258.7302333947964
1874,2007.5985630120551
1875,2257.165779541083
1876,2311.6235031921633
1877,2004.742121814777
1878,2003.4707041878203
1879,2048.921442343544
1880,2141.2560017020587
1881,2002.7245812440442
1882,2192.7962421747447
1883,2243.568191803005
1884,2201.1405939074493
1885,2254.1111607256053
1886,2097.574778908909
1887,2079.854818082903
1888,2317.2430494943083
1889,2024.348657566247
1890,2263.7687790163527
1891,2194.123498190456
1892,2317.8279276944245
1893,2008.6229815872268
1894,2003.3656742650792
1895,2003.4910144095613
1896,2067.7480117541622
1897,2163.694241136036
1898,1996.9779653022888
1899,2243.008559614889
1900,2320.0094201223774
1901,2004.329608568275
1902,2229.5266711147533
1903,2162.913578161756
1904,2258.602783372121
1905,2317.923233899955
1906,2003.2593789527969
1907,2197.463347512239
1908,2318.0291107234248
1909,1991.5962603958044
1910,2010.400290192275
1911,2177.975135437333
1912,2242.768373993376
1913,2263.086435775828
1914,2115.978369553851
1915,2241.784470022467
1916,2080.955517233491
1917,2315.5753540641726
1918,1998.6547546997197
1919,2180.269598358843
1920,2273.6948821322735
1921,1996.787272638157
1922,1998.9501394487609
1923,1997.3400350221023
1924,2067.058014313275
1925,2249.1668515448337
1926,2314.886593178
1927,1987.5493889290003
1928,2153.120665581165
1929,2000.198652992072
1930,2101.706126367348
1931,2201.618028307199
1932,2282.4175186969105
1933,2133.0226380391805
1934,2219.6488254726805
1935,1990.9169091737192
1936,2170.223478120431
1937,2243.9232443368323
1938,2020.626274421583
1939,2236.920192999201
