id,DIC
1455,2171.5426772701167
1456,2195.2236588919727
1457,2327.87891285997
1458,1992.9651281185686
1459,2148.864444378324
1460,2035.5121625260742
1461,2160.0320416061513
1462,2197.429502645594
1463,2270.4824148028524
1464,2308.8893263513082
1465,2152.8138370948313
1466,2318.178654703015
1467,2258.734992370615
1468,2216.3400325259418
1469,2284.950547740378
1470,2328.3695952350126
1471,2220.7980363011516
1472,2265.337604724085
1473,2315.9923640711613
1474,2085.5592624280166
1475,2030.0601584967778
1476,2008.86797329086
1477,2023.7042436624995
1478,2196.7946288559524
1479,2313.7883367071836
1480,2029.7109355808498
1481,2235.2435568139977
1482,2138.3554478102374
1483,2227.4873006589746
1484,2165.6979022159444
1485,2226.281624057362
1486,2195.8384423271823
1487,2308.8974639195026
1488,2007.775899936032
1489,2310.2381891753957
1490,2004.17436811226
1491,2133.1520999134054
1492,2222.8707631842944
1493,1994.963572814635
1494,2016.5194506935957
1495,2345.0271034878083
1496,1978.880222200714
1497,1988.367784290885
1498,2258.1362779472697
1499,2121.5662728476536
1500,2004.2661606375116
1501,2203.443027034075
1502,2284.337188674583
1503,2001.482262349729
1504,2310.508967789057
1505,2216.4880871116375
1506,2261.087460097585
1507,2126.1292008387395
1508,2254.390348651171
1509,2081.8500077180215
1510,2006.8842696118525
1511,2277.0896898644755
1512,2318.0449940817243
1513,2003.0259427329318
1514,2248.7615396133724
1515,2021.464677947219
1516,2191.795665431209
1517,2025.0377939291436
1518,2128.348784930267
1519,2012.4001617597437
1520,2170.4588813389705
1521,2251.0654831094485
1522,2312.125223623703
1523,2010.9204608794132
1524,2265.7354757827775
1525,2312.9624707359703
1526,2011.246255638642
1527,2129.956799846226
1528,2061.039257480444
1529,2320.6120332168825
1530,2012.601876800157
1531,2016.608077115204
1532,2187.815421803615
1533,2211.957559733554
1534,2264.8891723015913
1535,2272.2876965551504
1536,2309.098166069716
1537,2002.7093295957914
1538,2310.678695342423
1539,1993.9522537800638
1540,2197.941794161756
1541,2266.709457193468
1542,2303.484190371592
1543,2003.5963823700968
1544,2168.7126889671545
1545,2077.519324240255
1546,2176.5414367073895
1547,2222.9114861082066
1548,2282.3125878378064
1549,2344.9482648932985
1550,2111.6080002722056
1551,2307.0704982545913
1552,2000.9322457034639
1553,2207.5250684020684
1554,2238.3113664193124
1555,2262.8841067447906
1556,2234.474214552311
1557,2314.573470962831
1558,2050.3028029864045
1559,2236.0434088218863
1560,2269.0490143587976
1561,2004.4189167786622
1562,2003.6703074698148
1563,2153.299661563094
1564,2226.5858591599376
1565,2312.432755870062
1566,2228.6056746323916
1567,2197.3303241178573
1568,2322.752443856175
1569,2231.1177950076176
1570,2278.674625829157
1571,2188.0115412052305
1572,2128.0870024705846
1573,2280.1036587942504
1574,2324.254944832663
1575,2142.795270591992
1576,2192.536007853605
1577,2249.492640041462
1578,2307.6271036238295
1579,2019.823827187391
1580,2001.8129260190387
1581,2227.1058024132344
1582,2102.5766139302204
1583,2279.214182883282
1584,2097.063042251998
1585,2262.8552357700187
1586,2082.0183099379
1587,2161.3636640712557
1588,2211.070510087369
1589,2241.2366782233976
1590,2274.4590897709054
1591,2001.5294753810042
1592,2147.602707190463
1593,2270.340023674219
1594,2049.537395192557
1595,2235.6641052913833
1596,2173.6834846527568
1597,2073.6159035038722
1598,2217.827755523431
1599,2240.227413112639
1600,2062.830737134802
1601,2158.3088804820836
1602,2096.7004304171487
1603,2353.3168852253557
1604,2028.1932967093892
1605,2158.5572383303856
1606,2286.9132107956243
1607,1997.789440393246
1608,2222.8171698077413
1609,2030.2310200906313
1610,2266.8560683860246
1611,2315.6391932017336
1612,2077.874670126274
1613,2214.1773495180387
1614,2309.5728924600608
1615,2217.5738467440465
1616,2011.3369502516505
1617,2233.5377925777184
1618,2310.272299200177
1619,2364.396225066085
1620,2195.150793591882
1621,1997.6302843608075
1622,2125.314455738689
1623,2260.2546620540406
1624,2010.9496396694774
1625,2120.397535721777
1626,2226.395797664575
1627,2315.492805704196
1628,2019.2632415520172
1629,2019.1797833196565
1630,2169.2124430854415
1631,2277.1074640495995
1632,2319.044897544944
1633,2010.0404851386575
1634,2042.086524044134
1635,2115.0437056257256
1636,2239.4379201980837
1637,2270.437616592584
1638,2126.2765187888785
1639,2127.293600129812
1640,2205.1533414955816
1641,2006.2616338830883
1642,2055.9248200852694
1643,2174.5549179003
1644,2062.751883435784
1645,2206.1203148027075
1646,2021.471181019903
1647,2195.4855124842584
1648,2227.4630558308
1649,2212.0239419557042
1650,2009.224813636017
1651,2222.2689951214356
1652,2241.739549209142
1653,2212.65330623114
1654,2259.344134127777
1655,2181.660746967989
1656,2228.343881681072
1657,2004.0391537907508
1658,2110.9379335460353
1659,2350.2912216359173
1660,2181.6912976323174
1661,2265.2942060645582
1662,2105.3211990437167
1663,2303.048000736099
1664,2012.2868671189149
1665,2010.5916119462006
1666,2234.0960418417476
1667,2281.581692359054
1668,2320.2021804865904
1669,2032.4062408741713
1670,2216.5765191403502
1671,2280.943794602378
1672,2318.2179266663534
1673,2008.471995089166
1674,2318.5523499651567
1675,2066.8881648670754
1676,2145.2681023078494
1677,2201.505348292534
1678,2308.2488974340663
1679,2230.6131119480733
1680,1999.5961677240498
1681,2202.6875154365543
1682,2079.919734698237
1683,2257.8759633884533
1684,2353.5249966616757
1685,2021.1534342193472
1686,2078.7533069136944
1687,2001.5250554177169
1688,2144.4568201207703
1689,2238.7371907617667
1690,2008.535593293257
1691,2091.178246830037
1692,2187.9222368584487
1693,2000.2542631903996
1694,2005.384988346238
1695,2260.7360296328093
1696,2011.4557939407173
1697,2189.0132260607897
1698,2230.5484115589884
1699,2263.9273161929377
1700,2140.471746822654
1701,2023.9379946173956
1702,2181.0666841483567
1703,2036.0198055945032
1704,2209.877594272854
1705,2134.076830798555
1706,2277.2616626335557
1707,2030.4074291865422
1708,2019.0987049448677
1709,2074.169897730762
1710,2128.215552331565
1711,2258.5017503857352
1712,2010.556188633065
1713,2010.0448109847573
1714,2263.9455240512066
1715,2222.163537529979
1716,2349.904187961341
1717,2130.977927859113
1718,2278.572569005831
1719,2052.7083332274924
1720,2177.3630485341746
1721,2252.044322399372
1722,2039.2418949182647
1723,2271.7757525211646
1724,2006.6321977119708
1725,2309.13416041556
1726,2073.012542314259
1727,2104.6650289172007
1728,2241.275021694315
1729,2119.8055274694916
1730,2182.259491810304
1731,2271.456193869345
1732,2245.6669875373004
1733,2250.3038856410353
1734,2321.376213827823
1735,2110.0857784956743
1736,2195.509779711845
1737,2011.6061642118354
1738,2082.183715340599
1739,2209.6371276707005
1740,2078.2313397066564
1741,2006.9993435390038
1742,2235.1620392747323
1743,2022.5933104284313
1744,2042.712537888738
1745,2056.0309689305054
1746,2009.4938121123362
1747,2245.765017757105
1748,2043.2131084393268
1749,2024.5156984931
1750,2025.6842606850519
1751,2320.96410221313
1752,2272.0399350663274
1753,2010.8103952697857
1754,2011.5050297018506
1755,2251.5246314316455
1756,2185.5390770051135
1757,2310.9429219617246
1758,2008.6581256232269
1759,2008.3867192115683
1760,2011.890861894865
1761,2013.2349225541914
1762,2013.3728980999942
1763,2049.7718469292254
1764,2159.855911268848
1765,2249.4101849769063
1766,2057.410406187315
1767,2016.461343041057
1768,2031.4765547937834
1769,2237.04934911201
1770,2314.3323341243104
1771,2014.2099344596593
1772,2206.84016226413
1773,2235.31716663544
1774,2012.1031162114998
1775,2210.7439318708807
1776,2208.6099339880907
1777,2012.3453165862052
1778,2015.6321960527112
1779,2304.0110706578785
1780,2100.9398613260037
1781,2147.826025013799
1782,2123.389410970381
1783,2171.4254589814423
1784,2013.0016785913222
1785,2015.6994099476512
1786,2154.8584254099032
1787,2023.7887825991215
1788,2268.6224586446883
1789,2028.2512114580234
1790,2225.1906825592273
1791,2315.50415558166
1792,2008.2854992777816
1793,2239.3275226068263
1794,2341.644762609649
1795,2148.1450351105423
1796,1982.0582038448272
1797,2009.6468056143822
1798,2231.3074878724965
1799,2014.2366733380468
1800,2237.9268499159634
1801,2232.9578700894067
1802,2002.6757037229545
1803,2006.858847280625
1804,2012.1386635873828
1805,2031.8850922936085
1806,2070.3400514566347
1807,2000.9177988834322
1808,2044.3978420896856
1809,2189.0167174827893
1810,2006.6142208153474
1811,2249.155662950659
1812,1998.1449893786967
1813,2048.6740577303017
1814,2240.5014185258133
1815,2033.458363477652
1816,2229.954254559724
1817,2293.945185345333
1818,1997.1651800360366
1819,2006.921437041893
1820,2056.843121981832
1821,2137.4536497455406
1822,2311.542406523774
1823,2119.3707984786283
1824,2202.6891320285013
1825,2315.424328516052
1826,2350.803920747515
1827,2084.9554067411054
1828,2228.980050081953
1829,2182.6831463142976
1830,2263.018773279014
1831,2002.6674676120244
1832,2003.57519015883
1833,2007.7908459227986
1834,2007.8135661302167
1835,2135.7528369674515
1836,2269.0987858661274
1837,1999.044169992153
1838,2242.9026917633428
1839,2307.090582137236
1840,2236.5709476411216
1841,2006.0302732874072
1842,2039.9422734791335
1843,2184.363393666242
1844,2219.4090247391823
1845,2256.1909059085706
1846,2307.1494569089355
1847,2013.2293837464263
1848,2107.0935321683887
1849,2184.911526240375
1850,2223.472053489958
1851,2225.4840934651324
1852,2313.955188536614
1853,2166.852380869409
1854,2203.4751066120275
1855,1997.0746945180683
1856,1996.6146926976091
1857,2187.4247244444523
1858,2350.925844889043
1859,2004.2285802910724
1860,2229.5848746071006
1861,2016.9121876338656
1862,2116.820016423697
1863,2065.1818593537114
1864,2195.480077997038
1865,2230.019618015646
1866,2315.758512636292
1867,2319.91638729245
1868,2189.630848747558
1869,2193.170780942992
1870,2184.3485928601076
1871,2353.854632338034
1872,2218.9945006806597
1873,2257.1320152265707
1874,2007.295157893668
1875,2255.8469517713447
1876,2309.85233580262
1877,2005.0815281594612
1878,2003.2661638140514
1879,2048.742465286747
1880,2141.8085431495947
1881,2003.9871585634098
1882,2194.7342124605257
1883,2241.8290743598263
1884,2201.236395716277
1885,2254.518532173335
1886,2101.1726051082615
1887,2079.420932179655
1888,2315.4757296806083
1889,2022.1877130244034
1890,2262.1435760537443
1891,2195.2409303759346
1892,2317.3701207469762
1893,2006.5453015110209
1894,2001.513784351599
1895,2002.0886151947918
1896,2066.0750217011187
1897,2163.2117652570178
1898,1992.9127206920732
1899,2242.69366672441
1900,2319.999268952962
1901,2003.5022227099853
1902,2230.5070312363027
1903,2165.0460040135727
1904,2257.6518622597196
1905,2319.688661467721
1906,2002.6905850066141
1907,2200.5241379751924
1908,2317.983570040162
1909,1992.6581340007965
1910,2006.6437942976513
1911,2179.3324427754046
1912,2242.665332499084
1913,2260.7821478695705
1914,2119.454671337742
1915,2242.7135862823325
1916,2092.170529119139
1917,2315.580020807208
1918,1994.9463169222993
1919,2183.1501512500545
1920,2272.6508781429543
1921,1997.0271165702704
1922,1998.8146942577698
1923,1996.031949843024
1924,2065.3855057686874
1925,2249.389067525286
1926,2315.0281968382037
1927,1989.620256088727
1928,2153.2602037044317
1929,1997.3856353121607
1930,2105.0618095568475
1931,2202.183410056771
1932,2282.095430174223
1933,2135.869741519424
1934,2221.372686163476
1935,1993.231031573126
1936,2174.518546352069
1937,2244.0585107101915
1938,2017.3747338644891
1939,2238.1653758048265
